timestamp,type,advances,declines,unchanged,advance_decline_ratio,market_sentiment,sector,change_percent,volume
2025-10-28T12:16:06.875329,sector_performance,,,,,,Pharma,-3.40281215066253,1158085.0
2025-10-28T12:16:06.875329,sector_performance,,,,,,Auto,-0.26120572937009967,0.0
2025-10-28T12:16:06.875329,sector_performance,,,,,,FMCG,-0.9002916113246029,0.0
2025-10-28T12:16:06.875329,sector_performance,,,,,,Metal,1.0959472913671044,0.0
2025-10-28T12:16:06.875329,sector_performance,,,,,,Realty,-1.0884948747908934,0.0
2025-10-28T12:16:06.875329,sector_performance,,,,,,Energy,-0.3230698298328739,0.0
2025-10-28T12:17:39.234087,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-10-28T12:17:39.234087,sector_performance,,,,,,Banking,-0.9085029202692425,2972837.0
2025-10-28T12:17:39.234087,sector_performance,,,,,,IT,-1.3062055760504094,3895754.0
2025-10-28T12:17:39.234087,sector_performance,,,,,,Pharma,-3.3177400214878925,1175455.0
2025-10-28T12:17:39.234087,sector_performance,,,,,,Auto,-0.3139982140917484,0.0
2025-10-28T12:17:39.234087,sector_performance,,,,,,FMCG,-0.8816116116150731,0.0
2025-10-28T12:17:39.234087,sector_performance,,,,,,Metal,1.134166835401226,0.0
2025-10-28T12:17:39.234087,sector_performance,,,,,,Realty,-1.1094286970187286,0.0
2025-10-28T12:17:39.234087,sector_performance,,,,,,Energy,-0.3105043669891766,0.0
2025-11-01T21:11:27.557899,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-11-01T21:11:27.557899,sector_performance,,,,,,Banking,-1.3288181110963981,4443200.0
2025-11-01T21:11:27.557899,sector_performance,,,,,,IT,-0.5069727733119337,4923401.0
2025-11-01T21:11:27.557899,sector_performance,,,,,,Pharma,-0.48182483889253475,3847029.0
2025-11-01T21:11:27.557899,sector_performance,,,,,,Auto,-0.27989481569099284,391600.0
2025-11-01T21:11:27.557899,sector_performance,,,,,,FMCG,-0.5744407052486811,51700.0
2025-11-01T21:11:27.557899,sector_performance,,,,,,Metal,-0.9811185277891552,1018800.0
2025-11-01T21:11:27.557899,sector_performance,,,,,,Realty,-0.25789602179276316,159700.0
2025-11-01T21:11:27.557899,sector_performance,,,,,,Energy,-0.4331170446358116,3936500.0
2025-11-01T21:13:34.207012,market_breadth,0.0,0.0,0.0,inf,bearish,,,
2025-11-01T21:13:34.207012,sector_performance,,,,,,Banking,-1.3288181110963981,4443200.0
2025-11-01T21:13:34.207012,sector_performance,,,,,,IT,-0.5069727733119337,4923401.0
2025-11-01T21:13:34.207012,sector_performance,,,,,,Pharma,-0.48182483889253475,3847029.0
2025-11-01T21:13:34.207012,sector_performance,,,,,,Auto,-0.27989481569099284,391600.0
2025-11-01T21:13:34.207012,sector_performance,,,,,,FMCG,-0.5744407052486811,51700.0
2025-11-01T21:13:34.207012,sector_performance,,,,,,Metal,-0.9811185277891552,1018800.0
